question_id,concept_code,element,subskill,level,level_order,introduced_at_level,question_type,marks,shuffle_options,term,symbol_display,term_type,meaning,cie_status,cie_requirement,cambridge_source_page,source_url,prompt,options,correct_answer,accepted_answers,mark_scheme,feedback,common_confusions,visual_asset,visual_kind,requires_score_context,score_context_template,audio_required,eligible_modes,progress_skill_code,teacher_tags,status,notes,audio_file,force_text_options
SS-EXPO-M,STR-EXPO,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,exposition,,named_section,"the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"In a sonata-form exposition, name the two main thematic areas in the order they occur, and state the usual key relationship between them.",,"First subject (in the tonic), then second subject (usually in the dominant key, or the relative major if the movement is in a minor key).",first subject then second subject|tonic then dominant|relative major,"1 mark for correctly naming first subject then second subject in order; 1 mark for the correct key relationship (tonic to dominant, or relative major from a minor tonic).",The exposition's job is to lay out two contrasting ideas in two different keys — that key contrast is exactly what the recapitulation later resolves.,development|recapitulation,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-DEV-F,STR-DEV,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,development,,named_section,"the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘development’ mean in musical structure?,"the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys | the opening section where the main themes are first presented | the closing section where themes return in the home key | a virtuosic unaccompanied solo passage","the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys","the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys","the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys. (1)","Correct — the development reworks and explores ideas from the exposition, often fragmenting them and passing through several different keys, before the recapitulation.",exposition|recapitulation,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-DEVELOPMENT.mp3,
SS-DEV-D,STR-DEV,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,development,,named_section,"the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys?",Development | Exposition | Recapitulation | Coda,development,development,development. (1),Correct — the section that reworks and explores earlier themes through changing keys is the development.,exposition|recapitulation,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-DEVELOPMENT.mp3,
SS-DEV-S,STR-DEV,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,development,,named_section,"the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys.",,development,development|developement,1 mark for the correct term: development.,"Development: sonata form's middle section, exploring/reworking exposition themes through changing keys.",exposition|recapitulation,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-DEVELOPMENT.mp3,
SS-DEV-M,STR-DEV,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,development,,named_section,"the middle section of a sonata-form movement, where themes from the exposition are reworked, fragmented and explored through changing keys",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe TWO compositional techniques a composer might use on exposition themes during a sonata-form development section.,,"Any two of: fragmentation (breaking themes into small motifs), sequence, modulation through several keys, changes of texture/register, combining themes together (e.g. in counterpoint).",fragmentation|sequence|modulation|change of texture|combining themes,"1 mark for each valid technique named (max 2): fragmentation, sequence, modulation/changing keys, texture change, or combining themes contrapuntally.","Development sections are often the most harmonically unstable, fastest-changing part of a movement — composers fragment and recombine the exposition's themes, moving restlessly through keys, before the recapitulation settles everything back in the tonic.",exposition|recapitulation,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-RECAP-F,STR-RECAP,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,recapitulation,,named_section,"the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘recapitulation’ mean in musical structure?,"the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key | the opening section presenting the main themes for the first time | the middle section reworking themes through changing keys | a closing section added after the main structure is finished","the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key","the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key","the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key. (1)","Correct — the recapitulation brings back the exposition's themes, but now both the first AND second subject appear in the home (tonic) key, resolving the earlier key contrast.",exposition|development,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-RECAPITULATION.mp3,
SS-RECAP-D,STR-RECAP,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,recapitulation,,named_section,"the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key?",Recapitulation | Exposition | Development | Coda,recapitulation,recapitulation,recapitulation. (1),Correct — the section where both main themes return in the tonic key is the recapitulation.,exposition|development,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-RECAPITULATION.mp3,
SS-RECAP-S,STR-RECAP,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,recapitulation,,named_section,"the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key.",,recapitulation,recapitulation|recap|recapitualtion,1 mark for the correct term: recapitulation.,"Recapitulation: sonata form's closing main section, restating exposition themes with both now in the tonic key.",exposition|development,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-RECAPITULATION.mp3,
SS-RECAP-M,STR-RECAP,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,recapitulation,,named_section,"the final main section of a sonata-form movement, where the exposition's themes return, both now in the home key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Explain why the second subject's key in the recapitulation is significant, compared to its key in the exposition.",,"In the exposition the second subject is away from the tonic (usually the dominant); in the recapitulation it returns in the tonic, resolving the harmonic tension/contrast set up earlier in the movement.",resolves the earlier key contrast|both subjects now in tonic|harmonic resolution,1 mark for correctly contrasting the second subject's exposition key (dominant/away from tonic) with its recapitulation key (tonic); 1 mark for explaining this as harmonic resolution of the movement's large-scale tension.,Bringing the second subject 'home' to the tonic in the recapitulation is the harmonic payoff sonata form has been building toward since the exposition first moved away from it.,exposition|development,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-FIRSTSUB-F,STR-FIRSTSUB,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,first subject,,named_section,"the first main theme presented in a sonata-form exposition, stated in the home (tonic) key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘first subject’ mean in musical structure?,"the first main theme presented in a sonata-form exposition, stated in the home (tonic) key | the second main theme in a sonata-form exposition, usually in the dominant key | a short passage that modulates between two theme areas | a brief closing idea at the end of the exposition","the first main theme presented in a sonata-form exposition, stated in the home (tonic) key","the first main theme presented in a sonata-form exposition, stated in the home (tonic) key","the first main theme presented in a sonata-form exposition, stated in the home (tonic) key. (1)","Correct — the first subject is the opening main theme of a sonata-form exposition, stated in the tonic (home) key.",second subject|exposition,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-SONATA-FORM.mp3,
SS-FIRSTSUB-D,STR-FIRSTSUB,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,first subject,,named_section,"the first main theme presented in a sonata-form exposition, stated in the home (tonic) key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the first main theme presented in a sonata-form exposition, stated in the home (tonic) key?",First subject | Second subject | Transition | Codetta,first subject,first subject,first subject. (1),"Correct — the opening main theme of an exposition, in the tonic key, is the first subject.",second subject|exposition,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-SONATA-FORM.mp3,
SS-FIRSTSUB-S,STR-FIRSTSUB,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,first subject,,named_section,"the first main theme presented in a sonata-form exposition, stated in the home (tonic) key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the first main theme presented in a sonata-form exposition, stated in the home (tonic) key.",,first subject,first subject|first theme|1st subject,1 mark for the correct term: first subject.,"First subject: the opening theme of a sonata-form exposition, in the home (tonic) key.",second subject|exposition,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-SONATA-FORM.mp3,
SS-FIRSTSUB-M,STR-FIRSTSUB,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,first subject,,named_section,"the first main theme presented in a sonata-form exposition, stated in the home (tonic) key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"State the key the first subject is normally presented in, and explain why this matters for the movement's overall harmonic plan.",,"The first subject is presented in the tonic (home key); this matters because it establishes the 'home' the movement will eventually return to, giving the later modulation to the second subject (and the recapitulation's return) their harmonic meaning.",tonic|home key|establishes the key centre,1 mark for correctly stating the tonic/home key; 1 mark for a valid explanation of why establishing this key matters for the movement's structure.,Everything in sonata form is measured against the first subject's home key — it's the harmonic anchor the whole movement eventually returns to.,second subject|exposition,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-SECONDSUB-F,STR-SECONDSUB,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,second subject,,named_section,"the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant)",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘second subject’ mean in musical structure?,"the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant) | the opening main theme of an exposition, in the tonic key | a passage linking the first and second subjects, often modulating | a short closing idea rounding off the exposition","the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant)","the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant)","the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant). (1)","Correct — the second subject is the exposition's second main theme, contrasting in character with the first subject and stated in a different key (usually the dominant).",first subject|transition,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-SECOND-SUBJECT.mp3,
SS-SECONDSUB-D,STR-SECONDSUB,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,second subject,,named_section,"the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant)",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant)?",Second subject | First subject | Transition | Codetta,second subject,second subject,second subject. (1),"Correct — the exposition's contrasting second theme, usually in the dominant key, is the second subject.",first subject|transition,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-SECOND-SUBJECT.mp3,
SS-SECONDSUB-S,STR-SECONDSUB,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,second subject,,named_section,"the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant)",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant).",,second subject,second subject|second theme|2nd subject,1 mark for the correct term: second subject.,"Second subject: the exposition's contrasting second theme, usually in the dominant key.",first subject|transition,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-SECOND-SUBJECT.mp3,
SS-SECONDSUB-M,STR-SECONDSUB,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,second subject,,named_section,"the second main theme in a sonata-form exposition, contrasting with the first subject and stated in a different key (usually the dominant)",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Describe ONE typical way the second subject contrasts with the first subject, beyond key.",,"Any valid contrast: e.g. more lyrical/legato vs the first subject's more rhythmic/energetic character, different instrumentation, softer dynamic, different texture.",more lyrical|contrasting character|different texture|softer dynamic,"1 mark for identifying a valid non-key contrast (character, texture, dynamic, or instrumentation); 1 mark for a clear explanation of that contrast.","Beyond the key change, composers often give the second subject a different personality entirely — frequently more lyrical or gentle against a more assertive first subject — to make the exposition's two ideas feel genuinely distinct.",first subject|transition,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-TRANS-F,STR-TRANS,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,transition,,named_section,"a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘transition’ mean in musical structure?,"a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key | the opening main theme, stated in the tonic | the contrasting second main theme, in a new key | a short closing passage at the end of the exposition","a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key","a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key","a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key. (1)","Correct — the transition links the first and second subjects, doing the harmonic work of modulating from the tonic toward the second subject's new key.",first subject|second subject|codetta,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,dropped,,,
SS-TRANS-D,STR-TRANS,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,transition,,named_section,"a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key?",Transition | First subject | Second subject | Codetta,transition,transition,transition. (1),Correct — the modulating link passage between the first and second subjects is the transition.,first subject|second subject|codetta,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,dropped,,,
SS-TRANS-S,STR-TRANS,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,transition,,named_section,"a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key.",,transition,transition|bridge passage,1 mark for the correct term: transition.,"Transition: the passage linking first and second subjects, modulating toward the second subject's key.",first subject|second subject|codetta,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,dropped,,,
SS-TRANS-M,STR-TRANS,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,transition,,named_section,"a passage in a sonata-form exposition that links the first subject to the second subject, usually modulating to the new key",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Explain the harmonic job the transition does within a sonata-form exposition.,,"It modulates the music from the first subject's tonic key toward the second subject's new key (usually the dominant), preparing the ear for the change of key area.",modulates to the new key|prepares the dominant|bridges the two keys,"2 marks for a clear, accurate explanation that the transition's role is to modulate from the tonic toward the second subject's key (usually the dominant); 1 mark for a partial/vaguer version of this.","Without the transition's modulation, the jump from the first subject's key straight to the second subject's would feel abrupt — it's the harmonic bridge that makes the change of key feel prepared.",first subject|second subject|codetta,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-CODETTA-F,STR-CODETTA,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,codetta,,named_section,"a small closing passage that rounds off a sonata-form exposition, after the second subject",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘codetta’ mean in musical structure?,"a small closing passage that rounds off a sonata-form exposition, after the second subject | a large closing section rounding off the entire movement | the opening theme of the exposition | the modulating link between the first and second subjects","a small closing passage that rounds off a sonata-form exposition, after the second subject","a small closing passage that rounds off a sonata-form exposition, after the second subject","a small closing passage that rounds off a sonata-form exposition, after the second subject. (1)","Correct — a codetta is a small closing passage that rounds off the exposition, after the second subject, before the exposition repeats or the development begins.",coda|second subject,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-CODETTA.mp3,
SS-CODETTA-D,STR-CODETTA,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,codetta,,named_section,"a small closing passage that rounds off a sonata-form exposition, after the second subject",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a small closing passage that rounds off a sonata-form exposition, after the second subject?",Codetta | Coda | First subject | Transition,codetta,codetta,codetta. (1),"Correct — the small closing passage that rounds off an exposition, after the second subject, is the codetta.",coda|second subject,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-CODETTA.mp3,
SS-CODETTA-S,STR-CODETTA,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,codetta,,named_section,"a small closing passage that rounds off a sonata-form exposition, after the second subject",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a small closing passage that rounds off a sonata-form exposition, after the second subject.",,codetta,codetta|codettas,1 mark for the correct term: codetta.,"Codetta: a small closing passage ending the exposition, after the second subject.",coda|second subject,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-CODETTA.mp3,
SS-CODETTA-M,STR-CODETTA,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,codetta,,named_section,"a small closing passage that rounds off a sonata-form exposition, after the second subject",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Explain how a codetta differs from a coda in scale and position within a sonata-form movement.,,"A codetta is smaller-scale and occurs at the end of the exposition (after the second subject); a coda is usually larger and occurs at the very end of the whole movement, after the recapitulation.",codetta is smaller and earlier|coda is larger and at the very end,"1 mark for correctly locating the codetta (end of the exposition); 1 mark for a valid scale/position contrast with the coda (larger, at the end of the whole movement).","Think of the codetta as the exposition's own small full stop, and the coda as the whole movement's much bigger one.",coda|second subject,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-EPISODE-F,STR-EPISODE,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,episode,,named_section,"a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘episode’ mean in musical structure?,"a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form | the recurring main idea itself, played by the full ensemble | the opening section before the main theme begins | a virtuosic unaccompanied solo passage","a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form","a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form","a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form. (1)","Correct — an episode is a contrasting section that sits between returns of a recurring idea, such as a soloist's material between ritornellos, or a rondo's B/C sections between returns of A.",ritornello|ritornello form,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-EPISODE.mp3,
SS-EPISODE-D,STR-EPISODE,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,episode,,named_section,"a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form?",Episode | Ritornello | Introduction | Cadenza,episode,episode,episode. (1),Correct — a contrasting section between returns of a recurring main idea is an episode.,ritornello|ritornello form,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-EPISODE.mp3,
SS-EPISODE-S,STR-EPISODE,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,episode,,named_section,"a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form.",,episode,episode|episodes,1 mark for the correct term: episode.,Episode: a contrasting section between returns of a recurring idea (e.g. in ritornello form or rondo form).,ritornello|ritornello form,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-EPISODE.mp3,
SS-EPISODE-M,STR-EPISODE,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,episode,,named_section,"a contrasting section that sits between returns of a recurring main idea, e.g. between ritornellos in ritornello form or between A sections in rondo form",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"In a Baroque concerto's ritornello form, describe ONE typical difference between the episodes and the ritornello itself, in terms of who plays and what happens to the key.",,"Episodes typically feature the soloist(s) (rather than the full tutti ensemble of the ritornello) and often modulate through new keys, whereas the ritornello tends to return in stable, often more closely related keys.",soloist plays the episode|episodes modulate|ritornello is tutti,1 mark for correctly identifying the episode as soloist-led (vs the ritornello's tutti); 1 mark for a valid harmonic contrast (episodes often modulate/explore new keys).,"Episodes are where the soloist gets to shine and the harmony gets to wander — the ritornello's job, each time it returns, is to bring things back to solid ground.",ritornello|ritornello form,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-CALLRESPONSE-F,STR-CALLRESPONSE,Popular & EDM,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,call and response,,named_section,"a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘call and response’ mean in musical structure?,"a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group | a structure where a main theme keeps returning between contrasting episodes | a passage where a soloist performs a virtuosic unaccompanied display | a technique where the same melody is repeated exactly by every performer at once","a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group","a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group","a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group. (1)","Correct — call and response is a 'question and answer' device: one voice/instrument (the call) is answered by another (the response), common in gospel, blues, work songs and many world-music traditions.",imitation|unison,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-DEVICE,structure-spotter | popular | foundation,dropped,,,
SS-CALLRESPONSE-D,STR-CALLRESPONSE,Popular & EDM,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,call and response,,named_section,"a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a musical device where one phrase (the call), often from a soloist or leader, is answered by a second phrase (the response), often from a group?",Call and response | Rondo form | Cadenza | Unison,call and response,call and response,call and response. (1),Correct — a leader's phrase answered by a group's phrase is call and response.,imitation|unison,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-DEVICE,structure-spotter | popular | developing,dropped,,,
