clip_id,type,level,composer,period,work,movement,audio_path,prompt,correct_answer,options,has_option_override,status
CLIP-0024FF2C50EC,composer,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II192.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-BC26B94AD95F,composer,Mastering,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662,,/modules/instrument-identifier/audio/II178.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-BC26B94AD95F,period,Securing,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662,,/modules/instrument-identifier/audio/II178.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-BD93E63F6335,composer,Securing,Modest Mussorgsky,Romantic,Pictures at an Exhibition,,/modules/melody-master/audio/melodic-devices/MDA005.mp3,Who composed this extract?,Modest Mussorgsky,Modest Mussorgsky | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-BD93E63F6335,period,Developing,Modest Mussorgsky,Romantic,Pictures at an Exhibition,,/modules/melody-master/audio/melodic-devices/MDA005.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-C050D3CA1445,composer,Developing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II241.mp3,Who composed this extract?,Georg Philipp Telemann,Georg Philipp Telemann | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-C050D3CA1445,period,Foundation,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II241.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-C495715D0697,composer,Securing,Joseph Haydn,Classical,"Cello Concerto no. 1 in C major, Hob. VIIb:1",I. Moderato,/modules/melody-master/questions/mm009/MM009-audio.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-C495715D0697,period,Developing,Joseph Haydn,Classical,"Cello Concerto no. 1 in C major, Hob. VIIb:1",I. Moderato,/modules/melody-master/questions/mm009/MM009-audio.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-C7A76D9D7F50,composer,Securing,Johann Sebastian Bach,Baroque,Double Violin Concerto (3),,/modules/instrument-identifier/audio/II024.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-C7A76D9D7F50,period,Developing,Johann Sebastian Bach,Baroque,Double Violin Concerto (3),,/modules/instrument-identifier/audio/II024.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-C8F3D509ED88,composer,Developing,Wolfgang Amadeus Mozart,Classical,"Piano Sonata no. 11 in A major, K. 331",I. Andante grazioso,/modules/melody-master/audio/melodic-devices/MDA002.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-C8F3D509ED88,period,Foundation,Wolfgang Amadeus Mozart,Classical,"Piano Sonata no. 11 in A major, K. 331",I. Andante grazioso,/modules/melody-master/audio/melodic-devices/MDA002.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-C92386476B1B,composer,Mastering,Ludwig van Beethoven,Classical,"Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’",I. Allegro con brio,/modules/melody-master/audio/melodic-devices/MDA009.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-C9727F6650BE,composer,Securing,Edvard Grieg,Romantic,"Peer Gynt Suite No. 1, Op. 46",I. Morning Mood,/modules/melody-master/audio/melodic-devices/MDA021.mp3,Who composed this extract?,Edvard Grieg,Edvard Grieg | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-C9727F6650BE,period,Developing,Edvard Grieg,Romantic,"Peer Gynt Suite No. 1, Op. 46",I. Morning Mood,/modules/melody-master/audio/melodic-devices/MDA021.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-CE29BE459C36,composer,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II198.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-D39CE5A71344,composer,Mastering,Edvard Grieg,Romantic,"Peer Gynt Suite No. 1, Op. 46",III. Anitra’s Dance,/modules/melody-master/audio/melodic-devices/MDA023.mp3,Who composed this extract?,Edvard Grieg,Edvard Grieg | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-D39CE5A71344,period,Securing,Edvard Grieg,Romantic,"Peer Gynt Suite No. 1, Op. 46",III. Anitra’s Dance,/modules/melody-master/audio/melodic-devices/MDA023.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-D6B003076E31,composer,Securing,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662 (2),,/modules/instrument-identifier/audio/II183.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-D6B003076E31,period,Developing,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662 (2),,/modules/instrument-identifier/audio/II183.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-D98A84D602B2,composer,Developing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II245.mp3,Who composed this extract?,Georg Philipp Telemann,Georg Philipp Telemann | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-D98A84D602B2,period,Foundation,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II245.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-DC2CBD6FF3F8,composer,Securing,Johann Sebastian Bach,Baroque,Sonata No 1 (4),,/modules/instrument-identifier/audio/II031.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-DC2CBD6FF3F8,period,Developing,Johann Sebastian Bach,Baroque,Sonata No 1 (4),,/modules/instrument-identifier/audio/II031.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-DD934A1AC654,composer,Mastering,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (2),,/modules/instrument-identifier/audio/II139.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-DD934A1AC654,period,Securing,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (2),,/modules/instrument-identifier/audio/II139.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-E1877A931785,composer,Developing,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II195.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-E1877A931785,period,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II195.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-E1972148B148,composer,Mastering,Ludwig van Beethoven,Classical,"Symphony no. 6 in F major, Op. 68 'Pastoral'",II. Andante molto mosso,/modules/melody-master/audio/melodic-devices/MDA007.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-E31FBF63603D,composer,Mastering,Wolfgang Amadeus Mozart,Classical,"Piano Concerto no. 17 in G major, K. 453",III. Allegretto,/modules/melody-master/questions/mm011/MM011-audio.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-E31FBF63603D,period,Developing,Wolfgang Amadeus Mozart,Classical,"Piano Concerto no. 17 in G major, K. 453",III. Allegretto,/modules/melody-master/questions/mm011/MM011-audio.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-E5A38D61240F,composer,Securing,George Frideric Handel,Baroque,Violin (Trumpet) Sonata F (2),,/modules/instrument-identifier/audio/II021.mp3,Who composed this extract?,George Frideric Handel,George Frideric Handel | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-E62EA2836FBB,period,Developing,Claude Debussy,20th Century,Cello Sonata (2) Serenade,,/modules/instrument-identifier/audio/II064.mp3,Which musical period is this extract from?,20th Century,20th Century | Baroque | Renaissance | Romantic,no,Currently live in Context Coach
CLIP-E9076263DC43,composer,Developing,Joseph Haydn,Classical,"Symphony no. 94 in G major 'Surprise', Hob. I:94",II. Andante,/modules/melody-master/questions/mm013/MM013-audio.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-E9076263DC43,period,Foundation,Joseph Haydn,Classical,"Symphony no. 94 in G major 'Surprise', Hob. I:94",II. Andante,/modules/melody-master/questions/mm013/MM013-audio.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EB2FD4AC0C5E,composer,Securing,Ludwig van Beethoven,Classical,"Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’",II. Marcia funebre,/modules/melody-master/audio/melodic-devices/MDA010.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-EDFBD8323161,composer,Mastering,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (1),,/modules/instrument-identifier/audio/II134.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-EDFBD8323161,period,Securing,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (1),,/modules/instrument-identifier/audio/II134.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EE384D8E31D6,composer,Securing,Johannes Brahms,Romantic,"Symphony No. 4 in E minor, Op. 98",I. Allegro non troppo,/modules/melody-master/audio/melodic-devices/MDA013.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-EE384D8E31D6,period,Developing,Johannes Brahms,Romantic,"Symphony No. 4 in E minor, Op. 98",I. Allegro non troppo,/modules/melody-master/audio/melodic-devices/MDA013.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EF182646E68B,composer,Developing,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II200.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-EF182646E68B,period,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II200.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EFE783FF6258,composer,Securing,Johann Sebastian Bach,Baroque,Suite No. 4 (3),,/modules/instrument-identifier/audio/II101.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-EFE783FF6258,period,Developing,Johann Sebastian Bach,Baroque,Suite No. 4 (3),,/modules/instrument-identifier/audio/II101.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EXL001,composer,Securing,Tomaso Albinoni,Baroque,"Oboe Concerto in D minor, Op. 9 No. 2",I. Allegro e non presto,/modules/exam-lab/assets/EXL001.mp3,Who composed this extract?,Tomaso Albinoni,Tomaso Albinoni | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-EXL001,period,Developing,Tomaso Albinoni,Baroque,"Oboe Concerto in D minor, Op. 9 No. 2",I. Allegro e non presto,/modules/exam-lab/assets/EXL001.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EXL003,composer,Securing,Edvard Grieg,Romantic,"Peer Gynt Suite No. 1, Op. 46",IV. In the Hall of the Mountain King,/modules/exam-lab/assets/EXL003.mp3,Who composed this extract?,Edvard Grieg,Edvard Grieg | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-EXL003,period,Developing,Edvard Grieg,Romantic,"Peer Gynt Suite No. 1, Op. 46",IV. In the Hall of the Mountain King,/modules/exam-lab/assets/EXL003.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EXL006,composer,Foundation,Wolfgang Amadeus Mozart,Classical,"Symphony No. 36 in C major, K.425",III. Menuetto,/modules/exam-lab/assets/EXL006.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-EXL008,composer,Mastering,Ludwig van Beethoven,Classical,"Symphony No. 8 in F major, Op. 93",II. Allegretto scherzando,/modules/exam-lab/assets/EXL008.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-EXL008,period,Securing,Ludwig van Beethoven,Classical,"Symphony No. 8 in F major, Op. 93",II. Allegretto scherzando,/modules/exam-lab/assets/EXL008.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-EXL010,composer,Mastering,Pyotr Ilyich Tchaikovsky,Romantic,"The Nutcracker, Op. 71",Dance of the Sugar Plum Fairy,/modules/exam-lab/assets/EXL010.mp3,Who composed this extract?,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-EXL010,period,Securing,Pyotr Ilyich Tchaikovsky,Romantic,"The Nutcracker, Op. 71",Dance of the Sugar Plum Fairy,/modules/exam-lab/assets/EXL010.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-F0ABD6BD0059,composer,Foundation,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (3),,/modules/instrument-identifier/audio/II142.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-F1385D4E5278,composer,Developing,Wolfgang Amadeus Mozart,Classical,"Symphony No. 40 in G minor, K.550",I. Molto allegro,/modules/melody-master/audio/melodic-devices/MDA033.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-F1385D4E5278,period,Foundation,Wolfgang Amadeus Mozart,Classical,"Symphony No. 40 in G minor, K.550",I. Molto allegro,/modules/melody-master/audio/melodic-devices/MDA033.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-F21C35E195E2,composer,Securing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II247.mp3,Who composed this extract?,Georg Philipp Telemann,Georg Philipp Telemann | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-F21C35E195E2,period,Developing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II247.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-F62E655E26BE,composer,Securing,Johannes Brahms,Romantic,"Symphony No. 4 in E minor, Op. 98",IV. Allegro energico e passionato,/modules/melody-master/audio/melodic-devices/MDA016.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-F62E655E26BE,period,Securing,Johannes Brahms,Romantic,"Symphony No. 4 in E minor, Op. 98",IV. Allegro energico e passionato,/modules/melody-master/audio/melodic-devices/MDA016.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-F8FB5A280766,composer,Developing,Ludwig van Beethoven,Classical,Cello Sonata Op. 69 (2),,/modules/instrument-identifier/audio/II116.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-FA7C620E7D24,composer,Securing,Claude Debussy,20th Century,Cello Sonata (2) Moderramente Anime,,/modules/instrument-identifier/audio/II053.mp3,Who composed this extract?,Claude Debussy,Claude Debussy | Robert Schumann | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-FA7C620E7D24,period,Mastering,Claude Debussy,20th Century,Cello Sonata (2) Moderramente Anime,,/modules/instrument-identifier/audio/II053.mp3,Which musical period is this extract from?,20th Century,20th Century | Baroque | Renaissance | Romantic,no,Currently live in Context Coach
CLIP-FBC4339E9D0B,composer,Foundation,Antonio Vivaldi,Baroque,Sonata No. 5 (2),,/modules/instrument-identifier/audio/II083.mp3,Who composed this extract?,Antonio Vivaldi,Antonio Vivaldi | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-FBC4339E9D0B,period,Foundation,Antonio Vivaldi,Baroque,Sonata No. 5 (2),,/modules/instrument-identifier/audio/II083.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-FFDA358479EA,composer,Securing,Wolfgang Amadeus Mozart,Classical,"Symphony No. 40 in G minor, K.550",III. Menuetto,/modules/melody-master/audio/melodic-devices/MDA035.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-FFDA358479EA,period,Securing,Wolfgang Amadeus Mozart,Classical,"Symphony No. 40 in G minor, K.550",III. Menuetto,/modules/melody-master/audio/melodic-devices/MDA035.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC002,composer,Foundation,Johann Sebastian Bach,Baroque,"Brandenburg Concerto No. 5 in D major, BWV 1050",II. Affettuoso,/era-explorer/audio/CC002.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-NEWCC003,composer,Foundation,Johann Sebastian Bach,Baroque,"Brandenburg Concerto No. 5 in D major, BWV 1050",III. Allegro,/era-explorer/audio/CC003.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-NEWCC005,composer,Foundation,Johann Sebastian Bach,Baroque,"Harpsichord Concerto in A major, BWV 1055",II. Larghetto,/era-explorer/audio/CC005.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-NEWCC006,composer,Securing,Johann Sebastian Bach,Baroque,"Harpsichord Concerto in E major, BWV 1053",I. Allegro,/era-explorer/audio/CC006.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-NEWCC006,period,Developing,Johann Sebastian Bach,Baroque,"Harpsichord Concerto in E major, BWV 1053",I. Allegro,/era-explorer/audio/CC006.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC007,composer,Securing,Ludwig van Beethoven,Classical,"String Quartet No. 6 in B-flat major, Op. 18 No. 6",I. Allegro con brio,/era-explorer/audio/CC007.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC008,composer,Mastering,Ludwig van Beethoven,Classical,"String Quartet No. 6 in B-flat major, Op. 18 No. 6",II. Adagio ma non troppo,/era-explorer/audio/CC008.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC008,period,Securing,Ludwig van Beethoven,Classical,"String Quartet No. 6 in B-flat major, Op. 18 No. 6",II. Adagio ma non troppo,/era-explorer/audio/CC008.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC009,composer,Mastering,Ludwig van Beethoven,Classical,"String Quartet No. 6 in B-flat major, Op. 18 No. 6","III. Scherzo, Allegro",/era-explorer/audio/CC009.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC011,composer,Securing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 15 in D minor, K. 421",I. Allegro moderato,/era-explorer/audio/CC011.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC011,period,Developing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 15 in D minor, K. 421",I. Allegro moderato,/era-explorer/audio/CC011.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC012,composer,Securing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 15 in D minor, K. 421",II. Andante,/era-explorer/audio/CC012.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC012,period,Developing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 15 in D minor, K. 421",II. Andante,/era-explorer/audio/CC012.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC013,composer,Mastering,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 15 in D minor, K. 421",III. Minuetto,/era-explorer/audio/CC013.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC013,period,Securing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 15 in D minor, K. 421",III. Minuetto,/era-explorer/audio/CC013.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC015,composer,Mastering,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 19 in C major, K. 465 ‘Dissonance’",I. Adagio – Allegro,/era-explorer/audio/CC015.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC015,period,Mastering,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 19 in C major, K. 465 ‘Dissonance’",I. Adagio – Allegro,/era-explorer/audio/CC015.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC016,composer,Developing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 19 in C major, K. 465 ‘Dissonance’",II. Andante cantabile,/era-explorer/audio/CC016.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC017,composer,Mastering,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 19 in C major, K. 465 ‘Dissonance’",III. Minuetto: Allegretto,/era-explorer/audio/CC017.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC017,period,Securing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 19 in C major, K. 465 ‘Dissonance’",III. Minuetto: Allegretto,/era-explorer/audio/CC017.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC018,composer,Mastering,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 19 in C major, K. 465 ‘Dissonance’",IV. Allegro molto,/era-explorer/audio/CC018.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC018,period,Developing,Wolfgang Amadeus Mozart,Classical,"String Quartet No. 19 in C major, K. 465 ‘Dissonance’",IV. Allegro molto,/era-explorer/audio/CC018.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-NEWCC020,composer,Mastering,Wolfgang Amadeus Mozart,Classical,"The Marriage of Figaro, K. 492",Overture,/era-explorer/audio/CC020.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-NEWCC020,period,Securing,Wolfgang Amadeus Mozart,Classical,"The Marriage of Figaro, K. 492",Overture,/era-explorer/audio/CC020.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
