question_id,concept_code,element,subskill,level,level_order,introduced_at_level,question_type,marks,shuffle_options,term,symbol_display,term_type,meaning,cie_status,cie_requirement,cambridge_source_page,source_url,prompt,options,correct_answer,accepted_answers,mark_scheme,feedback,common_confusions,visual_asset,visual_kind,requires_score_context,score_context_template,audio_required,eligible_modes,progress_skill_code,teacher_tags,status,notes
ML-DYN-DIM-D,DYN-DIM,Dynamics,dynamic-markings,Developing,2,Foundation,multiple_choice_reverse,1,Yes,diminuendo,hairpin > / dim.,dynamic_change,gradually getting quieter,explicit,"Recognise dynamic markings, crescendo, diminuendo and terraced dynamics.",12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: gradually getting quieter?,diminuendo | crescendo | piano | pianissimo,diminuendo,diminuendo|dim|dim.|decrescendo|gradually quieter|getting quieter,1 mark for the correct term or marking.,The correct answer is diminuendo (hairpin > / dim.).,crescendo|piano,assets/symbols/dynamics/diminuendo.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-DYNAMICS,musical-language | dynamics | developing,active,
ML-DYN-DIM-S,DYN-DIM,Dynamics,dynamic-markings,Securing,3,Foundation,short_answer,1,No,diminuendo,hairpin > / dim.,dynamic_change,gradually getting quieter,explicit,"Recognise dynamic markings, crescendo, diminuendo and terraced dynamics.",12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: gradually getting quieter.,,diminuendo,diminuendo|dim|dim.|decrescendo|gradually quieter|getting quieter,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: diminuendo.,crescendo|piano,assets/symbols/dynamics/diminuendo.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-DYNAMICS,musical-language | dynamics | securing,active,
ML-DYN-DIM-M,DYN-DIM,Dynamics,dynamic-markings,Mastering,4,Foundation,exam_style_short_answer,2,No,diminuendo,hairpin > / dim.,dynamic_change,gradually getting quieter,explicit,"Recognise dynamic markings, crescendo, diminuendo and terraced dynamics.",12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the marking in the score. Name it and state how the dynamics should change or be performed.,,diminuendo: gradually getting quieter,diminuendo|dim|dim.|decrescendo|gradually quieter|getting quieter,1 mark for identifying diminuendo; 1 mark for a valid description of its effect: gradually getting quieter.,"For full marks, name the marking and explain its musical effect. Diminuendo: gradually getting quieter.",crescendo|piano,assets/symbols/dynamics/diminuendo.svg,asset,Yes,Show hairpin > / dim. in a short score fragment.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-DYNAMICS,musical-language | dynamics | mastering,active,Mastering rows require score/symbol assets before production.
ML-DYN-TERRACED-F,DYN-TERRACED,Dynamics,dynamic-markings,Foundation,1,Securing,multiple_choice,1,Yes,terraced dynamics,sudden dynamic levels,dynamic_concept,sudden changes between dynamic levels without gradual crescendo or diminuendo,explicit,"Recognise dynamic markings, crescendo, diminuendo and terraced dynamics.",12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does sudden dynamic levels mean?,sudden changes between dynamic levels without gradual crescendo or diminuendo | gradually getting louder | gradually getting quieter | very quiet,sudden changes between dynamic levels without gradual crescendo or diminuendo,terraced dynamics|terraced|sudden dynamic changes|sudden changes in dynamics,1 mark for the correct meaning.,Terraced dynamics means sudden changes between dynamic levels without gradual crescendo or diminuendo.,crescendo|diminuendo,assets/symbols/dynamics/terraced-dynamics.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-DYNAMICS,musical-language | dynamics | foundation,locked_until_level,
ML-DYN-TERRACED-D,DYN-TERRACED,Dynamics,dynamic-markings,Developing,2,Securing,multiple_choice_reverse,1,Yes,terraced dynamics,sudden dynamic levels,dynamic_concept,sudden changes between dynamic levels without gradual crescendo or diminuendo,explicit,"Recognise dynamic markings, crescendo, diminuendo and terraced dynamics.",12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: sudden changes between dynamic levels without gradual crescendo or diminuendo?,terraced dynamics | crescendo | diminuendo | pianissimo,terraced dynamics,terraced dynamics|terraced|sudden dynamic changes|sudden changes in dynamics,1 mark for the correct term or marking.,The correct answer is terraced dynamics (sudden dynamic levels).,crescendo|diminuendo,assets/symbols/dynamics/terraced-dynamics.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-DYNAMICS,musical-language | dynamics | developing,locked_until_level,
ML-DYN-TERRACED-S,DYN-TERRACED,Dynamics,dynamic-markings,Securing,3,Securing,short_answer,1,No,terraced dynamics,sudden dynamic levels,dynamic_concept,sudden changes between dynamic levels without gradual crescendo or diminuendo,explicit,"Recognise dynamic markings, crescendo, diminuendo and terraced dynamics.",12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: sudden changes between dynamic levels without gradual crescendo or diminuendo.,,terraced dynamics,terraced dynamics|terraced|sudden dynamic changes|sudden changes in dynamics,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: terraced dynamics.,crescendo|diminuendo,assets/symbols/dynamics/terraced-dynamics.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-DYNAMICS,musical-language | dynamics | securing,active,
ML-DYN-TERRACED-M,DYN-TERRACED,Dynamics,dynamic-markings,Mastering,4,Securing,exam_style_short_answer,2,No,terraced dynamics,sudden dynamic levels,dynamic_concept,sudden changes between dynamic levels without gradual crescendo or diminuendo,explicit,"Recognise dynamic markings, crescendo, diminuendo and terraced dynamics.",12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the marking in the score. Name it and state how the dynamics should change or be performed.,,terraced dynamics: sudden changes between dynamic levels without gradual crescendo or diminuendo,terraced dynamics|terraced|sudden dynamic changes|sudden changes in dynamics,1 mark for identifying terraced dynamics; 1 mark for a valid description of its effect: sudden changes between dynamic levels without gradual crescendo or diminuendo.,"For full marks, name the marking and explain its musical effect. Terraced dynamics: sudden changes between dynamic levels without gradual crescendo or diminuendo.",crescendo|diminuendo,assets/symbols/dynamics/terraced-dynamics.svg,asset,Yes,Show sudden dynamic levels in a short score fragment.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-DYNAMICS,musical-language | dynamics | mastering,active,Mastering rows require score/symbol assets before production.
ML-ART-LEGATO-F,ART-LEGATO,Articulation,articulation-markings,Foundation,1,Foundation,multiple_choice,1,Yes,legato,slurred / smoothly connected notes,articulation,smoothly and connected,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does slurred / smoothly connected notes mean?,smoothly and connected | short and detached | connect the notes smoothly in a single phrase or bow/breath gesture | play the note with extra emphasis,smoothly and connected,legato|smooth|smoothly|connected,1 mark for the correct meaning.,Legato means smoothly and connected.,staccato|slur,assets/symbols/articulation/legato.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | foundation,active,
ML-ART-LEGATO-D,ART-LEGATO,Articulation,articulation-markings,Developing,2,Foundation,multiple_choice_reverse,1,Yes,legato,slurred / smoothly connected notes,articulation,smoothly and connected,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: smoothly and connected?,legato | staccato | slur | accent,legato,legato|smooth|smoothly|connected,1 mark for the correct term or marking.,The correct answer is legato (slurred / smoothly connected notes).,staccato|slur,assets/symbols/articulation/legato.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | developing,active,
ML-ART-LEGATO-S,ART-LEGATO,Articulation,articulation-markings,Securing,3,Foundation,short_answer,1,No,legato,slurred / smoothly connected notes,articulation,smoothly and connected,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: smoothly and connected.,,legato,legato|smooth|smoothly|connected,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: legato.,staccato|slur,assets/symbols/articulation/legato.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | securing,active,
ML-ART-LEGATO-M,ART-LEGATO,Articulation,articulation-markings,Mastering,4,Foundation,exam_style_short_answer,2,No,legato,slurred / smoothly connected notes,articulation,smoothly and connected,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the marked note or phrase. Name the articulation and describe how it should be performed.,,legato: smoothly and connected,legato|smooth|smoothly|connected,1 mark for identifying legato; 1 mark for a valid description of its effect: smoothly and connected.,"For full marks, name the marking and explain its musical effect. Legato: smoothly and connected.",staccato|slur,assets/symbols/articulation/legato.svg,asset,Yes,Show a short score fragment using the legato marking.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ART-STACCATO-F,ART-STACCATO,Articulation,articulation-markings,Foundation,1,Foundation,multiple_choice,1,Yes,staccato,dot above or below a note,articulation,short and detached,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does dot above or below a note mean?,short and detached | play the note with extra emphasis | smoothly and connected | a sudden strong emphasis on a note or chord,short and detached,staccato|short and detached|detached,1 mark for the correct meaning.,Staccato means short and detached.,accent|legato,assets/symbols/articulation/staccato.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | foundation,active,
ML-ART-STACCATO-D,ART-STACCATO,Articulation,articulation-markings,Developing,2,Foundation,multiple_choice_reverse,1,Yes,staccato,dot above or below a note,articulation,short and detached,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: short and detached?,staccato | accent | legato | sforzando,staccato,staccato|short and detached|detached,1 mark for the correct term or marking.,The correct answer is staccato (dot above or below a note).,accent|legato,assets/symbols/articulation/staccato.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | developing,active,
ML-ART-STACCATO-S,ART-STACCATO,Articulation,articulation-markings,Securing,3,Foundation,short_answer,1,No,staccato,dot above or below a note,articulation,short and detached,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: short and detached.,,staccato,staccato|short and detached|detached,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: staccato.,accent|legato,assets/symbols/articulation/staccato.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | securing,active,
ML-ART-STACCATO-M,ART-STACCATO,Articulation,articulation-markings,Mastering,4,Foundation,exam_style_short_answer,2,No,staccato,dot above or below a note,articulation,short and detached,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the marked note or phrase. Name the articulation and describe how it should be performed.,,staccato: short and detached,staccato|short and detached|detached,1 mark for identifying staccato; 1 mark for a valid description of its effect: short and detached.,"For full marks, name the marking and explain its musical effect. Staccato: short and detached.",accent|legato,assets/symbols/articulation/staccato.svg,asset,Yes,Show a short score fragment using the staccato marking.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ART-ACCENT-F,ART-ACCENT,Articulation,articulation-markings,Foundation,1,Developing,multiple_choice,1,Yes,accent,>,articulation,play the note with extra emphasis,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does > mean?,play the note with extra emphasis | short and detached | a sudden strong emphasis on a note or chord | smoothly and connected,play the note with extra emphasis,accent|accented|emphasis|extra emphasis,1 mark for the correct meaning.,Accent means play the note with extra emphasis.,staccato|sforzando,assets/symbols/articulation/accent.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | foundation,locked_until_level,
ML-ART-ACCENT-D,ART-ACCENT,Articulation,articulation-markings,Developing,2,Developing,multiple_choice_reverse,1,Yes,accent,>,articulation,play the note with extra emphasis,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: play the note with extra emphasis?,accent | staccato | sforzando | legato,accent,accent|accented|emphasis|extra emphasis,1 mark for the correct term or marking.,The correct answer is accent (>).,staccato|sforzando,assets/symbols/articulation/accent.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | developing,active,
ML-ART-ACCENT-S,ART-ACCENT,Articulation,articulation-markings,Securing,3,Developing,short_answer,1,No,accent,>,articulation,play the note with extra emphasis,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: play the note with extra emphasis.,,accent,accent|accented|emphasis|extra emphasis,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: accent.,staccato|sforzando,assets/symbols/articulation/accent.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | securing,active,
ML-ART-ACCENT-M,ART-ACCENT,Articulation,articulation-markings,Mastering,4,Developing,exam_style_short_answer,2,No,accent,>,articulation,play the note with extra emphasis,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the marked note or phrase. Name the articulation and describe how it should be performed.,,accent: play the note with extra emphasis,accent|accented|emphasis|extra emphasis,1 mark for identifying accent; 1 mark for a valid description of its effect: play the note with extra emphasis.,"For full marks, name the marking and explain its musical effect. Accent: play the note with extra emphasis.",staccato|sforzando,assets/symbols/articulation/accent.svg,asset,Yes,Show a short score fragment using the accent marking.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ART-SFZ-F,ART-SFZ,Articulation,articulation-markings,Foundation,1,Developing,multiple_choice,1,Yes,sforzando,sfz,articulation,a sudden strong emphasis on a note or chord,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does sfz mean?,a sudden strong emphasis on a note or chord | play the note with extra emphasis | smoothly and connected | short and detached,a sudden strong emphasis on a note or chord,sforzando|sfz|sf|sudden emphasis|strong emphasis,1 mark for the correct meaning.,Sforzando means a sudden strong emphasis on a note or chord.,accent|forte,assets/symbols/articulation/sforzando.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | foundation,locked_until_level,
ML-ART-SFZ-D,ART-SFZ,Articulation,articulation-markings,Developing,2,Developing,multiple_choice_reverse,1,Yes,sforzando,sfz,articulation,a sudden strong emphasis on a note or chord,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: a sudden strong emphasis on a note or chord?,sforzando | accent | forte | legato,sforzando,sforzando|sfz|sf|sudden emphasis|strong emphasis,1 mark for the correct term or marking.,The correct answer is sforzando (sfz).,accent|forte,assets/symbols/articulation/sforzando.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | developing,active,
ML-ART-SFZ-S,ART-SFZ,Articulation,articulation-markings,Securing,3,Developing,short_answer,1,No,sforzando,sfz,articulation,a sudden strong emphasis on a note or chord,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: a sudden strong emphasis on a note or chord.,,sforzando,sforzando|sfz|sf|sudden emphasis|strong emphasis,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: sforzando.,accent|forte,assets/symbols/articulation/sforzando.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | securing,active,
ML-ART-SFZ-M,ART-SFZ,Articulation,articulation-markings,Mastering,4,Developing,exam_style_short_answer,2,No,sforzando,sfz,articulation,a sudden strong emphasis on a note or chord,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the marked note or phrase. Name the articulation and describe how it should be performed.,,sforzando: a sudden strong emphasis on a note or chord,sforzando|sfz|sf|sudden emphasis|strong emphasis,1 mark for identifying sforzando; 1 mark for a valid description of its effect: a sudden strong emphasis on a note or chord.,"For full marks, name the marking and explain its musical effect. Sforzando: a sudden strong emphasis on a note or chord.",accent|forte,assets/symbols/articulation/sforzando.svg,asset,Yes,Show a short score fragment using the sforzando marking.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ART-SLUR-F,ART-SLUR,Articulation,articulation-markings,Foundation,1,Developing,multiple_choice,1,Yes,slur,curved line over or under notes,notation_symbol,connect the notes smoothly in a single phrase or bow/breath gesture,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does curved line over or under notes mean?,connect the notes smoothly in a single phrase or bow/breath gesture | smoothly and connected | short and detached | play the note with extra emphasis,connect the notes smoothly in a single phrase or bow/breath gesture,slur|slurred,1 mark for the correct meaning.,Slur means connect the notes smoothly in a single phrase or bow/breath gesture.,tie|legato,assets/symbols/articulation/slur.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | foundation,locked_until_level,
ML-ART-SLUR-D,ART-SLUR,Articulation,articulation-markings,Developing,2,Developing,multiple_choice_reverse,1,Yes,slur,curved line over or under notes,notation_symbol,connect the notes smoothly in a single phrase or bow/breath gesture,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: connect the notes smoothly in a single phrase or bow/breath gesture?,slur | tie | legato | staccato,slur,slur|slurred,1 mark for the correct term or marking.,The correct answer is slur (curved line over or under notes).,tie|legato,assets/symbols/articulation/slur.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | developing,active,
ML-ART-SLUR-S,ART-SLUR,Articulation,articulation-markings,Securing,3,Developing,short_answer,1,No,slur,curved line over or under notes,notation_symbol,connect the notes smoothly in a single phrase or bow/breath gesture,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: connect the notes smoothly in a single phrase or bow/breath gesture.,,slur,slur|slurred,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: slur.,tie|legato,assets/symbols/articulation/slur.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | securing,active,
ML-ART-SLUR-M,ART-SLUR,Articulation,articulation-markings,Mastering,4,Developing,exam_style_short_answer,2,No,slur,curved line over or under notes,notation_symbol,connect the notes smoothly in a single phrase or bow/breath gesture,explicit,Recognise articulation terms and symbols.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the marked note or phrase. Name the articulation and describe how it should be performed.,,slur: connect the notes smoothly in a single phrase or bow/breath gesture,slur|slurred,1 mark for identifying slur; 1 mark for a valid description of its effect: connect the notes smoothly in a single phrase or bow/breath gesture.,"For full marks, name the marking and explain its musical effect. Slur: connect the notes smoothly in a single phrase or bow/breath gesture.",tie|legato,assets/symbols/articulation/slur.svg,asset,Yes,Show a short score fragment using the slur marking.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ARTICULATION,musical-language | articulation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ORN-TRILL-F,ORN-TRILL,Ornamentation,ornaments,Foundation,1,Developing,multiple_choice,1,Yes,trill,tr,ornament,rapid alternation between the written note and the note above,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does tr mean?,rapid alternation between the written note and the note above | a rapid ornament moving to a neighbouring note and back | an ornament that circles around the written note using the note above and the note below | an expressive grace note that leans on the main note and takes some of its value,rapid alternation between the written note and the note above,trill|tr,1 mark for the correct meaning.,Trill means rapid alternation between the written note and the note above.,mordent|turn,assets/symbols/ornaments/trill.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | foundation,locked_until_level,
ML-ORN-TRILL-D,ORN-TRILL,Ornamentation,ornaments,Developing,2,Developing,multiple_choice_reverse,1,Yes,trill,tr,ornament,rapid alternation between the written note and the note above,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: rapid alternation between the written note and the note above?,trill | mordent | turn | appoggiatura,trill,trill|tr,1 mark for the correct term or marking.,The correct answer is trill (tr).,mordent|turn,assets/symbols/ornaments/trill.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | developing,active,
ML-ORN-TRILL-S,ORN-TRILL,Ornamentation,ornaments,Securing,3,Developing,short_answer,1,No,trill,tr,ornament,rapid alternation between the written note and the note above,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: rapid alternation between the written note and the note above.,,trill,trill|tr,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: trill.,mordent|turn,assets/symbols/ornaments/trill.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | securing,active,
ML-ORN-TRILL-M,ORN-TRILL,Ornamentation,ornaments,Mastering,4,Developing,exam_style_short_answer,2,No,trill,tr,ornament,rapid alternation between the written note and the note above,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the ornament in the score. Name it and describe what the performer should do.,,trill: rapid alternation between the written note and the note above,trill|tr,1 mark for identifying trill; 1 mark for a valid description of its effect: rapid alternation between the written note and the note above.,"For full marks, name the marking and explain its musical effect. Trill: rapid alternation between the written note and the note above.",mordent|turn,assets/symbols/ornaments/trill.svg,asset,Yes,Show the trill symbol or grace-note notation above/before a written note.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ORN-MORDENT-F,ORN-MORDENT,Ornamentation,ornaments,Foundation,1,Developing,multiple_choice,1,Yes,mordent,mordent symbol,ornament,a rapid ornament moving to a neighbouring note and back,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does mordent symbol mean?,a rapid ornament moving to a neighbouring note and back | rapid alternation between the written note and the note above | an ornament that circles around the written note using the note above and the note below | an expressive grace note that leans on the main note and takes some of its value,a rapid ornament moving to a neighbouring note and back,mordent,1 mark for the correct meaning.,Mordent means a rapid ornament moving to a neighbouring note and back.,trill|turn,assets/symbols/ornaments/mordent.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | foundation,locked_until_level,
ML-ORN-MORDENT-D,ORN-MORDENT,Ornamentation,ornaments,Developing,2,Developing,multiple_choice_reverse,1,Yes,mordent,mordent symbol,ornament,a rapid ornament moving to a neighbouring note and back,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which term or marking means: a rapid ornament moving to a neighbouring note and back?,mordent | trill | turn | appoggiatura,mordent,mordent,1 mark for the correct term or marking.,The correct answer is mordent (mordent symbol).,trill|turn,assets/symbols/ornaments/mordent.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | developing,active,
ML-ORN-MORDENT-S,ORN-MORDENT,Ornamentation,ornaments,Securing,3,Developing,short_answer,1,No,mordent,mordent symbol,ornament,a rapid ornament moving to a neighbouring note and back,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the musical term or marking that tells a performer: a rapid ornament moving to a neighbouring note and back.,,mordent,mordent,"1 mark for a correct term, accepted abbreviation or recognised equivalent listed in accepted_answers.",Use the precise musical term: mordent.,trill|turn,assets/symbols/ornaments/mordent.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | securing,active,
ML-ORN-MORDENT-M,ORN-MORDENT,Ornamentation,ornaments,Mastering,4,Developing,exam_style_short_answer,2,No,mordent,mordent symbol,ornament,a rapid ornament moving to a neighbouring note and back,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Look at the ornament in the score. Name it and describe what the performer should do.,,mordent: a rapid ornament moving to a neighbouring note and back,mordent,1 mark for identifying mordent; 1 mark for a valid description of its effect: a rapid ornament moving to a neighbouring note and back.,"For full marks, name the marking and explain its musical effect. Mordent: a rapid ornament moving to a neighbouring note and back.",trill|turn,assets/symbols/ornaments/mordent.svg,asset,Yes,Show the mordent symbol or grace-note notation above/before a written note.,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | mastering,active,Mastering rows require score/symbol assets before production.
ML-ORN-TURN-F,ORN-TURN,Ornamentation,ornaments,Foundation,1,Securing,multiple_choice,1,Yes,turn,turn symbol,ornament,an ornament that circles around the written note using the note above and the note below,explicit,Recognise common ornaments and their notation.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does turn symbol mean?,an ornament that circles around the written note using the note above and the note below | rapid alternation between the written note and the note above | a rapid ornament moving to a neighbouring note and back | an expressive grace note that leans on the main note and takes some of its value,an ornament that circles around the written note using the note above and the note below,turn,1 mark for the correct meaning.,Turn means an ornament that circles around the written note using the note above and the note below.,trill|mordent,assets/symbols/ornaments/turn.svg,asset,No,,No,musical-language | practice-mode | progress-mode | teacher-mode | exam-lab,ML-ORNAMENTATION,musical-language | ornamentation | foundation,locked_until_level,
